exposure_id,pet_gender,pet_de_sexed,pet_de_sexed_age,pet_is_switcher,pet_age_months,nb_contribution,nb_excess,nb_address_type_adj,nb_suburb,nb_postcode,nb_state,person_dob,nb_contribution_excess,pet_age_years,owner_age_years,nb_number_of_breeds,nb_average_breed_size,nb_breed_type,nb_breed_trait,nb_breed_name_unique,nb_breed_name_unique_concat,is_multi_pet_plan,lead_date_day,quote_date,quote_time_group,Full_month_premium
exposure_4b30c5e2-0fca-40c9-9e28-2e3b9ba052ff,male,FALSE,,FALSE,2,80,200,House,Lilydale,3140,VIC,1997-04-12,80200,0-6 months,27,1,2,purebred,setter,brittany spaniel,brittany spaniel,FALSE,0,2024-09-20 18:04:39,Evening (18:00 - 23:59),
exposure_4b315021-386c-4f6c-9533-996e644df621,female,FALSE,,,3,80,200,House,Secret Harbour,6173,WA,1980-07-23,80200,0-6 months,43,1,1,purebred,water dog,poodletoy,poodletoy,FALSE,0,2024-06-28 22:49:46,Evening (18:00 - 23:59),
exposure_4b355a35-3512-46fb-bc01-7c581048b857,female,FALSE,,FALSE,3,80,200,House,Winthrop,6150,WA,1992-08-05,80200,0-6 months,31,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,TRUE,0,2024-05-27 12:45:19,Afternoon (12:00 - 17:59),
exposure_4b3ae48e-0021-40b2-af1c-06312ce0cfa5,female,FALSE,,TRUE,3,80,200,House,Mount Cotton,4165,QLD,1969-03-15,80200,0-6 months,55,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,TRUE,0,2024-06-15 05:59:52,Morning (05:00 - 11:59),
exposure_4b4592ce-1791-4b47-8003-086856e9d2bc,male,TRUE,4-6 mo,TRUE,51,80,200,House,Macleod,3085,VIC,1967-10-27,80200,4 years,56,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-04-14 17:56:23,Afternoon (12:00 - 17:59),
exposure_4b49e28d-993b-4fb4-a3aa-82ec34efa1b0,male,FALSE,,FALSE,3,80,100,House,Sandringham,3191,VIC,1999-01-15,80100,0-6 months,25,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-07-12 11:37:40,Morning (05:00 - 11:59),
exposure_4b538946-c19a-499d-a0cf-a4e1d7cf54f5,male,FALSE,,,3,80,100,House,Mayfield,2304,NSW,1971-11-07,80100,0-6 months,52,1,3,purebred,hound,rhodesian ridgeback,rhodesian ridgeback,FALSE,0,2024-02-21 12:14:18,Afternoon (12:00 - 17:59),
exposure_4b55ace6-2e5e-40a1-8fc2-0a45cb38e880,female,FALSE,,,3,90,100,Apartment,Rosebery,2018,NSW,1994-02-03,90100,0-6 months,30,1,2,purebred,spitz related,finnish lapphund,finnish lapphund,FALSE,0,2024-02-09 08:16:49,Morning (05:00 - 11:59),
exposure_4b568c78-cb7c-4cff-88dc-9c51e7438902,female,FALSE,,FALSE,6,80,100,House,Clyde North,3978,VIC,1994-01-09,80100,0-6 months,30,1,1,purebred,spitz related,japanese spitz,japanese spitz,FALSE,0,2024-04-14 14:37:04,Afternoon (12:00 - 17:59),
exposure_4b588126-a0b0-42a7-bcdd-03a7c9a158af,male,FALSE,,,22,90,100,House,Manly,2095,NSW,1985-08-22,90100,1 years,38,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,2024-02-27 10:17:16,Morning (05:00 - 11:59),
exposure_4b62d254-94b3-41ed-944b-67aa5685b658,male,FALSE,,,3,80,200,House,Footscray,3011,VIC,1973-11-25,80200,0-6 months,50,1,3,unnamed cross,unknown,golden retriever cross,golden retriever cross,FALSE,0,2024-08-26 17:50:57,Afternoon (12:00 - 17:59),
exposure_4b6715c9-c99e-40ad-96b5-35275f52b7bc,male,TRUE,0-3 mo,FALSE,29,80,200,Apartment,Redfern,2017,NSW,1989-11-23,80200,2 years,34,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-04-27 20:39:47,Evening (18:00 - 23:59),
exposure_4b6a4070-339b-4a86-a737-d7ec8c8fa986,female,TRUE,7-12 mo,TRUE,16,80,100,House,Coomera,4209,QLD,1979-03-14,80100,1 years,45,1,1,purebred,water dog,poodletoy,poodletoy,TRUE,0,2024-05-25 16:30:46,Afternoon (12:00 - 17:59),
exposure_4b75cb1c-0daa-4d17-94b7-d302e5f239b0,female,FALSE,,FALSE,4,90,100,House,Ridgewood,6030,WA,1999-08-25,90100,0-6 months,24,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,FALSE,0,2024-06-15 19:55:35,Evening (18:00 - 23:59),
exposure_4b7d806d-e096-4a8a-b830-380eaa677a8b,female,TRUE,7-12 mo,,16,80,100,House,Banora Point,2486,NSW,1988-05-05,80100,1 years,35,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-01-10 16:15:15,Afternoon (12:00 - 17:59),
exposure_4b84b554-5ede-4383-b211-2686faa26851,female,FALSE,,,2,80,100,Apartment,Denman Prospect,2611,ACT,1997-05-04,80100,0-6 months,26,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,TRUE,0,2023-10-31 08:20:51,Morning (05:00 - 11:59),
exposure_4b850ff2-b558-4bf0-a12c-f83db651e7ca,female,FALSE,,FALSE,2,80,200,House,Knoxfield,3180,VIC,1975-04-07,80200,0-6 months,49,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-04-29 20:10:01,Evening (18:00 - 23:59),
exposure_4b88c987-5d1c-438b-8d93-4e0933905088,male,FALSE,,,76,80,100,House,Grange,4051,QLD,1964-02-26,80100,6 years,59,1,1,purebred,collie related,shetland sheepdog,shetland sheepdog,FALSE,0,2023-11-04 20:20:53,Evening (18:00 - 23:59),
exposure_4b8dffed-93ce-4924-8117-7241a91afcd3,female,TRUE,1-2 yr,FALSE,83,90,200,House,Wahroonga,2076,NSW,1981-11-24,90200,6 years,42,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-07-20 13:53:33,Afternoon (12:00 - 17:59),
exposure_4b8f516b-63cc-4040-8df3-6c700068ae42,female,TRUE,4-6 mo,FALSE,21,90,200,House,Lemon Tree Passage,2319,NSW,1999-01-14,90200,1 years,25,2,1.5,cross,cross,cross,"dachshundminiature smooth haired, dachshund cross",FALSE,0,2024-05-27 08:09:57,Morning (05:00 - 11:59),
exposure_4b8fa474-54e6-458a-9c37-d84687469a63,male,FALSE,,,7,100,100,House,Caboolture,4510,QLD,1956-10-26,100100,7-12 months,67,1,1,cross,,moodle,moodle,FALSE,0,2024-03-21 14:58:50,Afternoon (12:00 - 17:59),
exposure_4b9ad24b-26eb-476b-88de-2340ca4d8c3b,male,FALSE,,,2,80,200,House,Nundah,4012,QLD,1994-04-07,80200,0-6 months,30,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-07-22 15:28:09,Afternoon (12:00 - 17:59),
exposure_4b9bc6f4-9298-4287-bb85-ea4606dc6819,female,FALSE,,FALSE,2,100,200,House,Mount Barker,5251,SA,1993-10-12,100200,0-6 months,30,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-08-22 20:49:27,Evening (18:00 - 23:59),
exposure_4b9d7bbb-ce2a-42b6-890e-a87e4b30b81e,male,FALSE,,,3,80,100,House,Tennyson Point,2111,NSW,1964-03-13,80100,0-6 months,59,1,3,purebred,hound,weimaraner,weimaraner,FALSE,0,2023-12-08 11:26:20,Morning (05:00 - 11:59),
exposure_4b9d8224-0ec2-46d5-9c12-e93a4eac9974,male,TRUE,7-12 mo,TRUE,24,90,100,House,Upper Coomera,4209,QLD,2003-03-14,90100,2 years,21,1,2,unnamed cross,unknown,dachshund cross,dachshund cross,TRUE,0,2024-05-09 10:24:57,Morning (05:00 - 11:59),
exposure_4ba5a471-70b3-4a83-becd-d084cee10f9f,male,FALSE,,,2,100,100,Apartment,Southport,4215,QLD,1990-06-06,100100,0-6 months,33,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-03-21 21:57:03,Evening (18:00 - 23:59),
exposure_4ba5b502-d327-4006-a1f4-cce0229034ce,female,FALSE,,,68,80,200,House,Coolangatta,4225,QLD,1989-03-20,80200,5 years,35,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-07-04 12:40:45,Afternoon (12:00 - 17:59),
exposure_4bacb9a0-904c-4412-ad70-26ed1912ed94,male,FALSE,,,4,80,100,House,Mount Ommaney,4074,QLD,1977-08-13,80100,0-6 months,46,1,1,purebred,white fluffy,havanese,havanese,FALSE,0,2024-02-22 07:38:24,Morning (05:00 - 11:59),
exposure_4bb4836d-7d75-4752-a512-ae744be96c6f,male,TRUE,Not Sure,,3,90,200,House,Seaforth,2092,NSW,1984-05-25,90200,0-6 months,40,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-09-25 07:35:39,Morning (05:00 - 11:59),
exposure_4bb7da7e-6337-4aa5-8518-ebbbcf1252a8,male,TRUE,4-6 mo,TRUE,50,80,0,Apartment,Terrigal,2260,NSW,1975-01-22,800,4 years,49,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-05-29 16:49:52,Afternoon (12:00 - 17:59),
exposure_4bb8d820-8f79-4373-ba17-9cad59c03938,male,FALSE,,TRUE,3,100,100,House,Winthrop,6150,WA,1974-03-15,100100,0-6 months,50,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-05-07 13:54:33,Afternoon (12:00 - 17:59),
exposure_4bbd13b2-9c69-4ad4-9c58-6dc4cc0c25d0,female,TRUE,7-12 mo,,27,80,0,House,Waikiki,6169,WA,1968-11-30,800,2 years,55,1,1,purebred,white fluffy,maltese,maltese,TRUE,0,2023-12-04 10:24:44,Morning (05:00 - 11:59),
exposure_4bca4abd-4cbe-45d5-a571-f92a737d354b,male,FALSE,,,37,80,100,House,Riverstone,2765,NSW,1989-11-20,80100,3 years,34,1,1,unnamed cross,unknown,chihuahua cross,chihuahua cross,FALSE,0,2024-02-16 09:46:20,Morning (05:00 - 11:59),
exposure_4bcfb7dc-3e42-4b55-842f-0658555c2602,male,TRUE,0-3 mo,FALSE,3,90,200,Apartment,Saint Marys,2760,NSW,1987-04-15,90200,0-6 months,37,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-07-23 08:10:32,Morning (05:00 - 11:59),
exposure_4bd1171c-665d-4b29-baab-6cdc8837fb7c,male,FALSE,,,37,80,200,House,Kingston,7050,TAS,1991-06-07,80200,3 years,33,1,3,designerbreed,water dog,labradoodle,labradoodle,FALSE,0,2024-07-21 01:42:16,Late Night (00:00 - 04:59),
exposure_4bd8afc8-f0b8-4b37-bb0d-7ad9b3ad72f6,female,FALSE,,FALSE,3,80,200,House,Woongarra,4670,QLD,1964-12-21,80200,0-6 months,59,1,1,purebred,brachycephalic,chihuahua,chihuahua,FALSE,0,2024-08-12 03:05:45,Late Night (00:00 - 04:59),
exposure_4bdad89c-51c0-4f2f-b79a-f4c896c457d2,male,FALSE,,,3,80,200,House,North Lambton,2299,NSW,1980-06-11,80200,0-6 months,43,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,2024-04-29 11:06:59,Morning (05:00 - 11:59),
exposure_4bdbe9c1-8574-4313-9fe0-a5e3a449e374,male,FALSE,,TRUE,36,80,200,House,Southport,4215,QLD,1998-11-04,80200,3 years,25,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-04-11 08:38:04,Morning (05:00 - 11:59),
exposure_4bf65303-68cf-4fe4-ae2f-20e157d6ad57,male,FALSE,,,4,80,100,Apartment,Wollstonecraft,2065,NSW,1995-12-31,80100,0-6 months,28,1,1,purebred,teckel,dachshundminiature long haired,dachshundminiature long haired,FALSE,0,2024-02-06 16:45:14,Afternoon (12:00 - 17:59),
exposure_4bf77ce8-dbde-43a9-b352-718892e25b05,male,FALSE,,FALSE,4,90,100,House,Naracoorte,5271,SA,1999-12-23,90100,0-6 months,24,1,2,purebred,collie related,border collie,border collie,FALSE,0,2024-05-03 11:21:27,Morning (05:00 - 11:59),
exposure_4bfc3485-a964-4310-82a3-32fd710c17d6,male,FALSE,,,3,80,200,House,Mooroolbark,3138,VIC,1972-02-21,80200,0-6 months,52,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-09-07 13:41:28,Afternoon (12:00 - 17:59),
exposure_4bfe5d99-0cba-4fa9-a3ba-e21ed3c61cdb,male,FALSE,,FALSE,5,80,200,Apartment,Miranda,2228,NSW,1988-05-18,80200,0-6 months,36,1,3,designerbreed,water dog,groodle,groodle,FALSE,0,2024-06-07 23:59:49,Evening (18:00 - 23:59),
exposure_4bff8158-84b2-45d3-befa-322f7ee66e34,female,FALSE,,,2,90,0,House,Dapto,2530,NSW,1972-08-23,900,0-6 months,51,1,1,cross,,moodle,moodle,TRUE,0,2023-12-30 13:16:20,Afternoon (12:00 - 17:59),
exposure_4c0a9df2-4a80-451a-af04-147b90e51a36,male,TRUE,1-2 yr,FALSE,15,80,200,House,Goulburn,2580,NSW,1999-01-19,80200,1 years,25,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-09-21 22:39:46,Evening (18:00 - 23:59),
exposure_4c10db0d-19db-4017-84d6-b2065be78432,female,TRUE,4-6 mo,FALSE,29,80,200,House,Parkville,3052,VIC,1992-02-16,80200,2 years,32,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,0,2024-08-16 13:47:13,Afternoon (12:00 - 17:59),
exposure_4c1110dd-3246-4f76-827e-8dc9954bc454,female,FALSE,,TRUE,42,80,100,House,Cairnlea,3023,VIC,1976-05-11,80100,3 years,48,2,1,cross,cross,cross,"shih tzu, maltese",TRUE,0,2024-05-14 10:50:51,Morning (05:00 - 11:59),
exposure_4c118b3c-ec1b-4a88-8f4b-dc155f4ad6fb,male,FALSE,,,3,80,100,House,Waikiki,6169,WA,1971-08-10,80100,0-6 months,52,1,1,purebred,brachycephalic,shih tzu,shih tzu,TRUE,0,2023-10-26 15:04:19,Afternoon (12:00 - 17:59),
exposure_4c184949-9e43-468e-a931-8a96d9489e8d,female,FALSE,,,3,90,100,House,Hallett Cove,5158,SA,1981-06-04,90100,0-6 months,42,1,1,purebred,water dog,poodletoy,poodletoy,FALSE,0,2024-02-20 12:25:10,Afternoon (12:00 - 17:59),
exposure_4c289314-965d-4a6d-a91b-6342212ab3fe,female,FALSE,,FALSE,3,80,100,House,Kallista,3791,VIC,1972-06-13,80100,0-6 months,52,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-06-03 16:33:21,Afternoon (12:00 - 17:59),
exposure_4c299fd8-a474-4497-8429-84cb94f0aaff,male,FALSE,,,3,80,100,House,Hewett,5118,SA,1967-02-23,80100,0-6 months,57,1,2,purebred,terrier,irish terrier,irish terrier,FALSE,0,2024-04-02 14:22:31,Afternoon (12:00 - 17:59),
exposure_4c2d55c1-ce78-4df1-a996-d9299fc5d421,female,FALSE,,,4,80,100,House,Paddington,2021,NSW,1963-09-01,80100,0-6 months,60,1,1,purebred,terrier,jack russell terrier,jack russell terrier,FALSE,0,2024-05-16 09:01:54,Morning (05:00 - 11:59),
exposure_4c318402-737d-4063-9e95-2bad28f37ff3,female,FALSE,,FALSE,39,80,0,House,Nambour,4560,QLD,1973-12-20,800,3 years,50,1,3,purebred,shepherd type,german shepherd,german shepherd,FALSE,0,2024-04-17 01:57:24,Late Night (00:00 - 04:59),
exposure_4c34b879-9870-4b35-9907-a3813bb3c797,male,FALSE,,,35,90,200,House,Denham Court,2565,NSW,1997-05-29,90200,2 years,26,1,1,unnamed cross,unknown,shih tzu cross,shih tzu cross,FALSE,0,2024-04-02 12:15:31,Afternoon (12:00 - 17:59),
exposure_4c483f06-be2f-4ab5-a4f7-fab4b81ef2c3,female,FALSE,,FALSE,2,80,200,House,Templestowe,3106,VIC,1978-07-09,80200,0-6 months,46,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,0,2024-08-13 10:16:37,Morning (05:00 - 11:59),
exposure_4c48e052-c7f6-483b-89f4-c26965c04778,male,FALSE,,,4,90,100,Apartment,Burleigh Heads,4220,QLD,1985-04-09,90100,0-6 months,39,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-04-03 17:42:40,Afternoon (12:00 - 17:59),
exposure_4c4e9aad-952b-4529-885b-d3f72ba17c26,male,FALSE,,,48,80,100,House,Werribee,3030,VIC,1982-12-26,80100,4 years,41,1,3,unnamed cross,unknown,bull arab cross,bull arab cross,FALSE,0,2024-08-12 12:01:40,Afternoon (12:00 - 17:59),
exposure_4c53e491-8fed-4e62-b0b9-f536792387d5,male,FALSE,,FALSE,6,80,200,House,Penshurst,2222,NSW,1987-03-06,80200,0-6 months,37,1,1,purebred,brachycephalic,cavalier king charles spaniel,cavalier king charles spaniel,FALSE,0,2024-08-20 17:23:28,Afternoon (12:00 - 17:59),
exposure_4c5dd9dc-7190-4120-81e8-7bcc410f77f8,female,TRUE,7-12 mo,,51,80,100,House,Chirnside Park,3116,VIC,1954-10-17,80100,4 years,69,1,2,purebred,sighthound,whippet,whippet,FALSE,0,2024-04-03 19:20:26,Evening (18:00 - 23:59),
exposure_4c7c9660-3396-4173-903f-781eb0e4fae9,male,TRUE,1-2 yr,,31,80,0,House,Bentleigh East,3165,VIC,1993-08-13,800,2 years,30,1,3,purebred,mastiff,boxer,boxer,TRUE,0,2023-12-02 12:23:59,Afternoon (12:00 - 17:59),
exposure_4c81bcaf-6d45-4bcf-bd91-c8afce092fa7,male,FALSE,,,4,80,100,House,Prahran,3181,VIC,1988-08-16,80100,0-6 months,35,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-06-02 13:10:17,Afternoon (12:00 - 17:59),
exposure_4c8e62c3-1e62-40ef-941c-f4cb088a644b,male,TRUE,1-2 yr,FALSE,24,90,200,House,Yamanto,4305,QLD,1976-11-25,90200,2 years,47,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,TRUE,0,2024-07-13 19:35:14,Evening (18:00 - 23:59),
exposure_4c909181-e628-4b9e-b400-22f8103249e9,male,FALSE,,FALSE,53,80,100,House,Wynnum,4178,QLD,1997-02-09,80100,4 years,27,1,1,purebred,brachycephalic,pekingese,pekingese,TRUE,0,2024-05-19 08:48:51,Morning (05:00 - 11:59),
exposure_4c9651da-43d9-48d7-93d0-df17e37de3b8,female,FALSE,,,13,80,100,House,Horsham,3400,VIC,1993-10-31,80100,1 years,30,1,2,purebred,collie related,australian cattle dogblue heeler,australian cattle dogblue heeler,TRUE,0,2024-01-04 10:35:45,Morning (05:00 - 11:59),
exposure_4c9cba13-3112-4992-b456-fe68ce6438a3,male,FALSE,,,22,80,200,House,New Lambton,2305,NSW,1999-12-10,80200,1 years,24,1,2,purebred,sighthound,whippet,whippet,FALSE,0,2024-07-04 13:56:03,Afternoon (12:00 - 17:59),
exposure_4c9e092d-4c70-46cf-abf9-121af489df0e,male,FALSE,,,36,80,100,House,Port Kennedy,6172,WA,1945-08-15,80100,3 years,78,1,1,unnamed cross,unknown,maltese cross,maltese cross,FALSE,0,2024-05-10 10:46:40,Morning (05:00 - 11:59),
exposure_4caae0af-59fe-4908-9824-7d9187a170b5,female,FALSE,,,4,80,0,House,Burpengary,4505,QLD,1998-03-20,800,0-6 months,25,1,2,purebred,spaniel,english cocker spaniel,english cocker spaniel,FALSE,0,2024-02-25 10:04:56,Morning (05:00 - 11:59),
exposure_4cad7f4e-7b87-4dab-8fab-160da5123138,male,FALSE,,FALSE,4,80,100,House,Tighes Hill,2297,NSW,1976-05-06,80100,0-6 months,48,2,2.5,cross,cross,cross,"labrador retriever cross, australian cattle dogred heeler",FALSE,0,2024-05-31 13:30:18,Afternoon (12:00 - 17:59),
exposure_4cb22733-59d0-4cec-b92c-9043997d6627,male,TRUE,2+ yr,,40,80,0,House,Elanora,4221,QLD,1949-07-24,800,3 years,74,1,2,purebred,teckel,dachshundstandard smooth haired,dachshundstandard smooth haired,FALSE,0,2024-02-10 12:39:55,Afternoon (12:00 - 17:59),
exposure_4cb87085-24e6-4d5d-b2f6-e1078ee5bd29,female,FALSE,,,22,100,100,House,Caloundra West,4551,QLD,1983-07-21,100100,1 years,40,1,2,unnamed cross,unknown,poodle cross,poodle cross,FALSE,0,2024-01-02 16:15:49,Afternoon (12:00 - 17:59),
exposure_4cba14a6-fd8b-4c6a-8769-786ebebeba4c,female,TRUE,1-2 yr,TRUE,40,90,200,House,Oakleigh East,3166,VIC,1994-02-01,90200,3 years,30,1,2,purebred,spitz related,siberian husky,siberian husky,FALSE,0,2024-08-02 03:56:58,Late Night (00:00 - 04:59),
exposure_4cc119ba-a5b6-47c5-9b70-77404dec8dc5,female,TRUE,7-12 mo,TRUE,16,80,0,House,Clear Island Waters,4226,QLD,1996-03-02,800,1 years,28,1,1,purebred,spitz related,pomeranian,pomeranian,FALSE,0,2024-06-12 23:01:53,Evening (18:00 - 23:59),
exposure_4cc49e3e-98ba-4413-8bc7-f7ecd7c3e37e,male,FALSE,,,44,80,100,House,Monterey,2217,NSW,1981-11-12,80100,3 years,42,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-01-13 14:55:35,Afternoon (12:00 - 17:59),
exposure_4cc6b675-8b67-4660-a33e-f817c3b9604f,male,FALSE,,,56,80,200,House,Sandringham,3191,VIC,1980-09-30,80200,4 years,43,1,1,purebred,teckel,dachshundminiature smooth haired,dachshundminiature smooth haired,FALSE,0,2024-05-22 21:49:36,Evening (18:00 - 23:59),
exposure_4cde162d-cebd-4c7c-a292-c3b40ab7485e,female,FALSE,,,3,80,100,House,Saint Morris,5068,SA,1976-02-25,80100,0-6 months,47,1,1,purebred,spitz related,schnauzerminiature,schnauzerminiature,FALSE,0,2023-11-14 20:29:13,Evening (18:00 - 23:59),
exposure_4cde2f9b-9b4b-4d01-86c1-a395b1f2f091,female,FALSE,,,15,100,200,House,St Helens Park,2560,NSW,1990-07-02,100200,1 years,33,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-06-19 08:17:15,Morning (05:00 - 11:59),
exposure_4ce85be2-e205-4013-83e0-67c2b20e52b7,male,FALSE,,,29,90,200,House,Mosman,2088,NSW,1964-10-09,90200,2 years,59,1,1,purebred,terrier,jack russell terrier,jack russell terrier,TRUE,0,2024-07-06 12:22:55,Afternoon (12:00 - 17:59),
exposure_4cf16027-8264-4f7c-9c49-a79157c72eb4,male,TRUE,7-12 mo,TRUE,44,80,200,Apartment,Caroline Springs,3023,VIC,1990-07-06,80200,3 years,34,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-08-26 10:43:28,Morning (05:00 - 11:59),
exposure_4cf3f524-7735-458a-b00a-c1e97826223b,male,FALSE,,FALSE,7,80,200,Apartment,Erskineville,2043,NSW,1959-06-11,80200,7-12 months,65,1,2,purebred,spaniel,american cocker spaniel,american cocker spaniel,FALSE,0,2024-09-13 08:57:24,Morning (05:00 - 11:59),
exposure_4cf4947a-e59b-402f-aa29-cf6cf501a842,female,FALSE,,,5,100,200,House,Balaklava,5461,SA,1988-03-03,100200,0-6 months,36,1,1,purebred,terrier,jack russell terrier,jack russell terrier,FALSE,0,2024-09-15 16:21:01,Afternoon (12:00 - 17:59),
exposure_4d03998f-5b4e-48b1-9da4-3333f4b863b4,male,FALSE,,FALSE,2,80,100,House,Pascoe Vale South,3044,VIC,1973-10-12,80100,0-6 months,50,1,2,purebred,spaniel,cocker spaniel,cocker spaniel,FALSE,0,2024-05-06 13:51:17,Afternoon (12:00 - 17:59),
exposure_4d085d10-3c51-4e6f-bf24-e9a66063c0a8,male,FALSE,,,103,90,100,House,Carseldine,4034,QLD,1980-07-13,90100,8 years,43,1,3,unnamed cross,unknown,bull arab cross,bull arab cross,FALSE,0,2024-05-08 10:57:50,Morning (05:00 - 11:59),
exposure_4d11f6ae-ed74-4ed8-8431-73a5d7e16011,female,TRUE,4-6 mo,TRUE,43,80,200,House,Alexandra Hills,4161,QLD,1999-08-21,80200,3 years,24,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,FALSE,0,2024-05-19 19:09:28,Evening (18:00 - 23:59),
exposure_4d1485cf-5628-4f69-8aad-4c098ab0cded,female,FALSE,,FALSE,4,90,200,House,Kensington,2033,NSW,1991-07-26,90200,0-6 months,32,1,3,purebred,brachycephalic,american staffordshire terrier,american staffordshire terrier,FALSE,0,2024-05-29 13:26:14,Afternoon (12:00 - 17:59),
exposure_4d188bfc-8f68-47eb-ae76-c43e6a3378ac,female,FALSE,,,7,80,100,House,Forrestfield,6058,WA,2000-02-17,80100,7-12 months,24,1,1,designerbreed,water dog,cavoodle,cavoodle,TRUE,0,2024-03-03 14:02:01,Afternoon (12:00 - 17:59),
exposure_4d211429-a176-4ed0-83c4-08e982e3b5fc,male,TRUE,4-6 mo,FALSE,7,80,200,House,Cranbourne South,3977,VIC,1988-11-13,80200,7-12 months,35,1,2,purebred,brachycephalic,french bulldog,french bulldog,TRUE,0,2024-07-31 18:46:42,Evening (18:00 - 23:59),
exposure_4d3b8a7a-4301-408c-b70e-5f896e44a419,male,FALSE,,FALSE,2,80,200,House,Berwick,3806,VIC,1993-02-04,80200,0-6 months,31,1,2,purebred,brachycephalic,staffordshire bull terrier,staffordshire bull terrier,TRUE,0,2024-09-11 20:53:05,Evening (18:00 - 23:59),
exposure_4d3f298a-7f19-4f5c-9caf-0e7feb1e9b9c,male,FALSE,,,3,80,100,House,Saint Clair,2759,NSW,1981-10-06,80100,0-6 months,42,1,3,purebred,retriever,golden retriever,golden retriever,FALSE,0,2024-03-22 14:36:29,Afternoon (12:00 - 17:59),
exposure_4d44dd30-e952-41dd-8d1b-7b04edd34a20,male,TRUE,7-12 mo,FALSE,15,80,200,House,Dennes Point,7150,TAS,1978-10-21,80200,1 years,45,1,2,unnamed cross,unknown,collie - rough cross,collie - rough cross,TRUE,0,2024-06-22 18:33:16,Evening (18:00 - 23:59),
exposure_4d46d44a-9079-4454-a8be-3a8183b9249a,male,FALSE,,,37,80,100,House,Greenwich,2065,NSW,1993-06-25,80100,3 years,30,1,2,purebred,collie related,border collie,border collie,TRUE,0,2024-04-04 14:27:33,Afternoon (12:00 - 17:59),
exposure_4d4bfbf4-6863-4de6-815f-68c9893deb77,male,FALSE,,FALSE,26,80,200,House,Butler,6036,WA,1995-08-09,80200,2 years,28,1,3,purebred,bull,american bully,american bully,FALSE,0,2024-07-10 18:03:19,Evening (18:00 - 23:59),
exposure_4d4d1b86-da8b-4c2d-b1a4-bac14233aa1d,female,FALSE,,,5,80,200,House,Baulkham Hills,2153,NSW,1964-07-31,80200,0-6 months,59,1,3,purebred,retriever,labrador retriever,labrador retriever,FALSE,0,2024-06-11 13:18:06,Afternoon (12:00 - 17:59),
exposure_4d5a7966-c59e-4123-8fb9-8aac103bc964,male,TRUE,4-6 mo,TRUE,26,80,200,House,Port Macquarie,2444,NSW,1997-04-03,80200,2 years,27,1,2,purebred,brachycephalic,french bulldog,french bulldog,FALSE,0,2024-06-25 13:11:09,Afternoon (12:00 - 17:59),
exposure_4d5ba960-3784-4dba-9bb8-80c634d0440a,male,FALSE,,FALSE,3,80,100,Apartment,Bentleigh,3204,VIC,1998-07-12,80100,0-6 months,25,1,1,designerbreed,water dog,cavoodle,cavoodle,FALSE,0,2024-05-02 17:24:10,Afternoon (12:00 - 17:59),
